business_unit,country,office_name,office_type,city,address,postcode,phone,email,website,source_url,source_page,notes
Allianz Commercial,the United States,Liability,office,Liability appetite at a glance,"Liability appetite at a glance, 1 MB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,International Liability,office,738 KB,738 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Environmental Liability factsheet,office,657 KB,657 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Environmental Liability coverage,office,1 MB,1 MB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Liability Construction at a glance,office,647 KB,647 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Project specific contractors pollution,office,1 MB,1 MB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Marine,office,Plus Endorsement,"Marine appetite at a glance, 1 MB, Transportation Block 2020 Plus Endorsement, 639 KB",2020,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Inland Marine at a glance,office,1 MB,1 MB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Construction Block,office,Overhauling Boundaries,"199 KB, Transportation Block 2020 Overhauling Boundaries, 292 KB",2020,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Transportation & Logistics,office,905 KB,905 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Inland Marine Transportation,office,63 KB,63 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Inland Marine Programs,office,195 KB,195 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Natural Resources,office,Natural Resources appetite at a glance,"Natural Resources appetite at a glance, 203 KB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Natural Resources brochure,office,602 KB,602 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Property,office,Property appetite at a glance,"Property appetite at a glance, 731 KB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Crisis Management Insurance,office,1 MB,1 MB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Risk Consulting,office,Risk Consulting at a glance,"Risk Consulting at a glance, 344 KB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Do you need further information?,office,Business Black Swan scenarios,"Please contact your local broker, Allianz Commercial distributes its products through a network of insurance brokers, including major national and regional brokers across the United States., Please contact your preferred broker to access Allianz products and services., Meet the Management team, Shanil Williams, AGCS SE Board Member, President, Commercial, Americas, Jenise Klein, Chief Underwriting Officer North America, John Gambale, Regional Head of Distribution North America, Tom Houlihan, Global Markets Leader ART & Regional of ART, Americas, David Warfel, Regional Head of Aviation North America, Darren Tasker, Construction Hub Leader, Americas, Tresa Stephens, Regional Head of Cyber, Tech & Media, North America, Eric Wedin, Regional Head of Financial Lines North America, Nancy Dorvil, Regional Head of Property North America, Priscilla Pazmino-Vitela, Head of Natural Resources Hub Americas, Brian McNamara, Global Head of Captive Solutions, Regional Head of Multinational North America & Latin Am​erica, Liesl Brown, Regional Head of HR North America, Paul Davis, Managing Director of Finance North America, Elliott Foster, Regional Head of Legal North America, Krzysztof Wanatowicz, Chief Technical Officer, North America, Kostas Papapetridis, Regional Manager, Allianz Risk Consulting, North America, Melissa Hill, Regional Head of Claims, North America, All the latest news, reports and hot topics, Global | Press release, New Global Head of Multinational, Allianz Commercial announced that Karol Dobias will become the new Global Head of Multinational of Allianz Commercial and Allianz Global Corporate & Specialty SE (‘AGCS’)., Read more, Global | Press release, Partnership with Coalition, Allianz Commercial and Coalition announced a transformative, strategic agreement under which Allianz will transition its commercial cyber insurance business to Coalition., Read more, Commercial Insights, Severe convective storms, A new report from Allianz Commercial sheds light on the growing threat of severe convective storms (SCS), which have become a significant annual loss driver for the insurance industry., Read more, Global | Press release, Severe convective storms, The frequency and intensity of severe convective storm events have increased significantly leading to insured losses in billions of US dollars globally., Read more, Global | Press release, Senior leader appointments in large-corp Property business, Allianz Commercial today announced two internal promotions within its Property teams in the large-corporate segment., Read more, Global | Press release, Partnership with Reel Media, Allianz Commercial has entered into a strategic agreement with Managing General Agent Reel Media, to create a new partnership in the global Entertainment insurance market., Read more, Global | Press release, Business Black Swan scenarios, Around 50% of companies see supply chain paralysis and a global internet outage as the two most plausible Black Swan scenarios in the next five years.",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Read more,office,Read more,"Report, Business Black Swans, Survey: The threats companies consider to be most plausible in the next five years., Read more, Latin America | Press release, Latin American hub in Miami opens, Allianz Commercial announces the completion of its Miami Latin America Hub, with a fully established leadership team in place and ready to serve clients and brokers across the region., Read more, Allianz Risk Barometer 2026 | Expert risk article",2026,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Risk in focus: Cyber incidents,office,and by a higher margin than ever before,Cyber incidents is the top global risk for 2026 and by a higher margin than ever before – 10% ahead of the closely-linked peril of artificial intelligence (AI).,2026,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Read more,office,Allianz Risk Barometer 2026 | Expert risk article,Allianz Risk Barometer 2026 | Expert risk article,2026,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Risk in focus: Market developments,office,with this risk dropping from #8 to #10 year-on-year.,"Following another strong year for equity and M&A markets, businesses appear slightly more relaxed about market risks, with this risk dropping from #8 to #10 year-on-year.",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Risk in focus: Changes in legislation and regulation,office,driven by concerns over factors such as tariffs.,"Changes in legislation and regulation remains at #4. However, there is an increase in the share of respondents, driven by concerns over factors such as tariffs.",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Risk in focus: Political risks and violence,office,Read more,"Political risks and violence rises to its highest ever position globally. Unsurprisingly, war is the peril companies are most worried about., Read more, Allianz Risk Barometer 2026 | Expert risk article",2026,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Risk in focus: Business interruption,office,Business interruption and supply chain disruption drops to #3 from #2 but this peril remains a significant concern given it can be a consequence of other risks in the global top 10.,Business interruption and supply chain disruption drops to #3 from #2 but this peril remains a significant concern given it can be a consequence of other risks in the global top 10.,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Risk in focus: Macroeconomic developments,office,Macroeconomic developments drops to #8 with the global economy showing impressive resilience heading into 2026.,Macroeconomic developments drops to #8 with the global economy showing impressive resilience heading into 2026.,2026,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Read more,office,Top 3 business risks in 2026:,Top 3 business risks in 2026: United States of America,2026,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Annual research on major business risks,office,rank,"1. Cyber incidents (40%) - 2025 rank: 1 (38%), 2. Business interruption (37%) - 2025 rank: 3 (33%), 3. Changes in legislation and regulation (35%) - 2025 rank: 4 (23%)",2025,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Discover the Allianz Risk Barometer,office,Alpharetta,"Sign up to the newsletter, Keep up to date on all news and insights from Allianz Commercial, Email newsletter, LinkedIn newsletter, Further information, File a claim and find support services, Billing services, Suppliers & vendors registration form, Fireman’s Fund Insurance Company Information, Confidentiality protocol for New York victims of domestic violence, Insurance fraud awareness training – Maryland, Complaints regarding human rights, Customer complaints, Our offices, GA, IL, MO, NY, TX, GA, Alpharetta office, 100 Northpoint Center, STE 320, Alpharetta, GA 30022",30022,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,United States of America,office,Chicago,"IL, Chicago office, 155 North Wacker Dr, STE 2700, Chicago, IL 60606",60606,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,United States of America,office,O'Fallon,"MO, Saint Louis office, Visitor address:, 1 Progress Point Parkway, Suite 200, O'Fallon, MO 63368",63368,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,United States of America,office,Postal address:,"Postal address:, PO Box 970",,"O'Fallon, MO 63366-0970",shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,United States of America,office,New York,"NY, New York office, 28 Liberty Street, 24th Floor, New York, NY 10005",10005,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,United States of America,office,West Loop South,"TX, Houston office, 2000 West Loop South, Houston, TX 77027",77027,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,United States of America,office,Trade credit insurance and surety bonds,"Trade credit insurance and surety bonds, Allianz Commercial is part of one of the world's strongest financial services groups and the, world’s #1 insurance brand",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,". When you partner with us, you partner with Allianz Group — and its sister companies.",office,surety bonds or other finance solutions,"Allianz Trade, Through, Allianz Trade, , we offer a comprehensive range of solutions to, protect your accounts receivables, and manage your commercial credit. Allianz Trade is the global leader in, trade credit insurance, and credit management, offering tailored solutions to mitigate the risks associated with bad debt, thereby ensuring the financial stability of businesses., Allianz Trade’s expertise in risk mitigation and finance gives companies the confidence to trade, expand into international markets with confidence and be paid: They compensate your company in the event of a bad debt, but more importantly, they help you avoid bad debts in the first place., Whenever Allianz Trade provides trade credit insurance, surety bonds or other finance solutions, the priority is on predictive protection. Its international surveillance network monitors and analyzes the financial stability of 83 million companies across all sectors in 160+ countries. And when the unexpected happens, their AA credit rating (Standard and Poor’s) means they have the resources to provide compensation to maintain your business.",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Visit the Allianz Trade website,office,Voice your concerns,"Share via, What we offer, Solutions, Services, Global presence, Claims, Featured, Visit your country page, Financials, Sustainability, Press and media, About us, About Allianz Group, Allianz Trade website, Careers, Stay up to date, Follow us on LinkedIn, Sign up to the email newsletter, Sign up to the LinkedIn newsletter, Download our latest reports, Credits, Privacy notice, Terms of use, Contact, Compliance, Modern slavery act statement, Voice your concerns, © Allianz 2026. All Rights Reserved.",2026,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Allianz Commercial,office,Allianz Commercial in the United States,"Countries, Allianz Commercial in the United States",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Technology,Australia,Allianz Technology Sydney,office,Sydney,"Sydney, Allianz Technology SE, 101 Miller Street, North Sydney, NSW 2060, Australia",2060,,,,https://tech.allianz.com/en/contact/australia.html,Australia,
Allianz Technology,Austria,Allianz Technology Vienna,office,Vienna,"Vienna, Allianz Technology GmbH, Linzer Strasse 225, 1140 Wien, Austria",1140,,,,https://tech.allianz.com/en/contact/austria.html,Austria,
Allianz Technology,Belgium,Allianz Technology Brussels,office,Brussels,"Brussels, Allianz Technology SE",,"Boulevard du Roi Albert II 32 1000 Brussels, Belgium",,,https://tech.allianz.com/en/contact/belgium.html,Belgium,
Allianz Technology,Brazil,Allianz Technology São Paulo,office,São Paulo,"São Paulo, Allianz Technology Brazil, São Bernardo do Campo, Rua José Versolato, 101, Torre A | São Bernardo do Campo, SP, Brazil",,,compliance.aztbr@allianz.com,,https://tech.allianz.com/en/contact/Brazil.html,Brazil,
Allianz Technology,Brazil,Allianz Technology GET DIRECTIONS,office,GET DIRECTIONS,"Find us, Privacidade de Dados, Se você tiver alguma dúvida sobre como usamos seus dados pessoais, ou se tiver algum pedido de retificação, exclusão ou portabilidade dos seus dados pessoais, envie um e-mail para, [email protected], ou uma carta de próprio punho para:, Allianz Technology Brazil",,"Rua Jose Versolato, 101, Torre A, CEP: 09750-730 | São Bernardo do Campo, SP, Brasil",compliance.aztbr@allianz.com,,https://tech.allianz.com/en/contact/Brazil.html,Brazil,
Allianz Technology,Colombia,Allianz Technology Bogotá,office,Bogotá,"Bogotá, Allianz Techonoly SE, Sucursal Colombiana, Cl 70 Bis No. 4 41, Bogotá, Colombia",,,,,https://tech.allianz.com/en/contact/Colombia.html,Colombia,
Allianz Technology,Czech Republic,Allianz Technology Prague,office,Prague,"Prague, Allianz Technology S.R.O., 'Ke Štvanici 656/3, Karlín, 186 00 Praha 8, Prague, Czech Republic",,,azteccz.compliance@allianz.com,,https://tech.allianz.com/en/contact/Czech-Republic.html,Czech Republic,
Allianz Technology,France,Allianz Technology Saint-Ouen (Paris),office,Saint-Ouen (Paris),"Saint-Ouen (Paris), Allianz Technology SAS, 1 Cours Michelet, Cs 30051, 92076 Paris La Défense Cedex",92076,,,,https://tech.allianz.com/en/contact/france.html,France,
Allianz Technology,Germany,Allianz Technology München,office,München,"München, Allianz Technology SE, Königinstr. 28, 80802 Munich, Germany",80802,,,,https://tech.allianz.com/en/contact/deutschland.html,Germany,
Allianz Technology,Germany,Allianz Technology metafinanz Informationssysteme GmbH,office,metafinanz Informationssysteme GmbH,"Leopoldstraße 146, 80804 München, Germany",80804,,,,https://tech.allianz.com/en/contact/deutschland.html,Germany,
Allianz Technology,Germany,Allianz Technology Hinweisgebersystem der metafinanz,office,Hinweisgebersystem der metafinanz,"(Datenschutzhinweis für Hinweisgebende) and, Hinweisgebersystem der metafinanz, (Einwilligungserklärung für Hinweisgebende)",,,,,https://tech.allianz.com/en/contact/deutschland.html,Germany,
Allianz Technology,Hungary,Allianz Technology Budapest,office,Budapest,"Budapest, Allianz Technology SE Magyarországi Fióktelepe, Könyves Kalman körut 48,, 1087 Budapest, Hungary",1087,,aztechu.compliance@allianz.com,,https://tech.allianz.com/en/contact/hungary.html,Hungary,
Allianz Technology,Hungary,Allianz Technology Compliance & Whistleblowing,office,Compliance & Whistleblowing,"The Local Compliance Officer of Allianz Technology Hungary Branch is designated to handle reports related to potential violations of external legal or internal Allianz regulations., Any information regarding such potential violations can be reported via the ALLIANZ WHISTLEBLOWING TOOL, ALLIANZ WHISTLEBLOWING TOOL, Please be advised that your report can only be investigated if it contains sufficient information. Hence, we ask you to provide as many details as possible. When you submit a report, we will confirm the receipt within 7 days., If the report is in line with the relevant legal regulations we conduct an investigation and we will provide information to you on its results., It is useful for our investigations team if you provide your name and/or an e-mail address when submitting a report. This enables us to contact you in case we have any follow-up questions. If you would prefer to remain anonymous, however, we will respect your decision and your concern could still be investigated. In this case we advise you to use the anonymous option in the whistleblowing tool. Allianz Technology does not tolerate retaliation in any form against anyone who submits a report in good faith. This remains the case even in cases where an investigation does not confirm the",,,aztechu.compliance@allianz.com,,https://tech.allianz.com/en/contact/hungary.html,Hungary,
Allianz Technology,Hungary,Allianz Technology allegations made.,office,allegations made.,"Your information will be treated confidentially. We take appropriate steps to make careful use of all information received, and to safeguard the interests of all, involved persons. All data provided is processed in accordance with applicable data privacy requirements., If you would prefer not to use the reporting tool, you may deliver your concerns:, · via e-mail to the address:, [email protected], · in person, verbally, directly to the Compliance Officer for Hungary, · in writing, in physical format to this address:, Allianz Technology Magyarországi Fióktelepe., Local Compliance Officer, Könyves Kálmán krt. 48-52. | H-1087 Budapest, Hungary, You also have the right to report externally to competent local authorities if you prefer to. Pursuant to the decision of the Hungarian Government, the following authorities accept reports on misconduct as external reporting channels:",1087,,aztechu.compliance@allianz.com,,https://tech.allianz.com/en/contact/hungary.html,Hungary,
Allianz Technology,Hungary,"Allianz Technology - the Directorate General for Auditing European Grants,",office,"- the Directorate General for Auditing European Grants,","- the Economic Competition Office,, - the Integrity Authority,, - the Public Procurement Authority,, - the Hungarian National Bank,, - the National Data Protection and Freedom of Information Authority,, - the National Media and Communications Authority,, The relevant local (Hungarian) regulation is the Act No. CLXV. of 2013. on",2013,,aztechu.compliance@allianz.com,,https://tech.allianz.com/en/contact/hungary.html,Hungary,
Allianz Technology,Hungary,Allianz Technology “Complaints and announcements of public interest”,office,“Complaints and announcements of public interest”,"is available here :, 2023. évi XXV. törvény - Nemzeti Jogszabálytár (njt.hu)",2023,,aztechu.compliance@allianz.com,,https://tech.allianz.com/en/contact/hungary.html,Hungary,
Allianz Technology,Hungary,Allianz Technology MAGYAR nyelvű TÁJÉKOZTATÓ olvasható ITT,office,MAGYAR nyelvű TÁJÉKOZTATÓ olvasható ITT,136 KB,,,aztechu.compliance@allianz.com,,https://tech.allianz.com/en/contact/hungary.html,Hungary,
Allianz Technology,Get in Touch with Allianz Technology India,Allianz Technology Find our Allianz Technology locations across India,office,Find our Allianz Technology locations across India,"Pune, Trivandrum, Pune, Allianz Technology, 4th Floor, Wing 4, Cluster C, EON IT Park,, Kharadi, Pune, India 411014, 5th floor, Tower B, Phase 2, EON Free Zone,, Kharadi, Pune, India 411014, 12th floor, Tower A, Phase 2, EON Free Zone,, Kharadi, Pune, India 411014",411014,,,,https://tech.allianz.com/en/contact/india.html,India,
Allianz Technology,Get in Touch with Allianz Technology India,Allianz Technology GET DIRECTIONS,office,GET DIRECTIONS,"Allianz Technology in India, Trivandrum, Allianz Technology, Ground floor, Keystone building, Phase 3, Technopark, Trivandrum, Kerala,, India 695581, 2nd Floor, Bhavani Building, Technopark, Trivandrum, Kerala,, India 695581, 3rd and 4th floor, Carnival Building,",695581,,,,https://tech.allianz.com/en/contact/india.html,India,
Allianz Technology,Get in Touch with Allianz Technology India,"Allianz Technology Technopark, Trivandrum, Kerala,",office,"Technopark, Trivandrum, Kerala,",India 69558,69558,,,,https://tech.allianz.com/en/contact/india.html,India,
Allianz Technology,Get in Touch with Allianz Technology India,Allianz Technology GET DIRECTIONS,office,GET DIRECTIONS,"Allianz Technology in India, Allianz Technology in India, India is a key technology location for Allianz Technology, with major hubs in Pune and Trivandrum. Our teams work at the heart of global IT delivery, supporting Allianz entities worldwide with secure platforms, cloud solutions, and digital services that matter to customers., R&D Centers and Innovation, India hosts an important part of our global R&D network. Teams contribute to AI, data, and engineering innovation. By this people are turning early ideas into scalable solutions and supporting initiatives such as GenAI platforms and enterprise-wide innovation programs., Careers, Culture, and Community, With a strong builder culture, continuous learning, and inclusive communities, India offers tech professionals real growth opportunities. Recognized as an, award winning Great Place to Work, , our teams thrive through collaboration, AI upskilling, and purpose-driven initiatives like volunteering and Tech HERoes. Find out more about our, working culture, and how to be part of our squad for life., Build Your Tech Career, at Allianz Technology, At Allianz Technology, you build technology that matters. As the technology partner of Allianz Group, we create secure platforms and responsible AI that power customer services worldwide. Get to know Allianz Technology and see how you can, grow your tech career, with us., Let’s care for tomorrow. You. IT., Learn more",,,,,https://tech.allianz.com/en/contact/india.html,India,
Allianz Technology,Ireland,Allianz Technology Dublin,office,Dublin,"Dublin, Allianz Technology SE, Allianz House, Elmpark, Merrion Road, Dublin 4, D04 Y6Y6, Ireland",,,,,https://tech.allianz.com/en/contact/ireland.html,Ireland,
Allianz Technology,Ireland,Allianz Technology In accordance with the,office,In accordance with the,"Protected Disclosures Act 2022, , Allianz Technology Ireland provides a secure and confidential channel for workers and third parties to make",2022,,,,https://tech.allianz.com/en/contact/ireland.html,Ireland,
Allianz Technology,Ireland,Allianz Technology protected disclosures,office,protected disclosures,"concerning suspected wrongdoing, with protection against retaliation for reports made in good faith. Reports can be submitted via the, Allianz Whistleblowing Tool, ., Individuals also have rights under data protection law to request access to their personal data processed by Allianz Technology by submitting a, Subject Access Request (SAR), via our online form:, Privacy Web Form, .",,,,,https://tech.allianz.com/en/contact/ireland.html,Ireland,
Allianz Technology,Italy,Allianz Technology Milano,office,Milano,"Trieste, Milano, Legal Head Office:, Allianz Technology S.p.A., Piazza Tre Torri, 3, 20145 Milano - Italy",20145,,compliance.aztechnologyspa@allianz.it,,https://tech.allianz.com/en/contact/italy.html,Italy,
Allianz Technology,Italy,Allianz Technology Trieste,office,Trieste,"General Management and Offices:, Allianz Technology S.p.A., Largo Ugo Irneri, 1, 34123 Trieste - Italy",34123,,compliance.aztechnologyspa@allianz.it,,https://tech.allianz.com/en/contact/italy.html,Italy,
Allianz Technology,Mauritius,Allianz Technology Ebene City,office,Ebene City,"Ebene City, Allianz Services Mauritius, Ebene Esplanade, 24 Cibercity, 72201Ebene, Mauritius",,,,,https://tech.allianz.com/en/contact/mauritius.html,Mauritius,
Allianz Technology,Morocco,Allianz Technology Casablanca,office,Casablanca,"Casablanca, Allianz Technology SE, '166 BD Zerktouni, Casablanca, Morocco",,,,,https://tech.allianz.com/en/contact/Morocco.html,Morocco,
Allianz Technology,Netherlands,Allianz Technology Amsterdam,office,Amsterdam,"Rotterdam, Amsterdam, Allianz Technology International B.V., Allianz Europe BV,, Keizersgracht 484, 1017EH Amsterdam",,,,,https://tech.allianz.com/en/contact/netherlands.html,Netherlands,
Allianz Technology,Netherlands,Allianz Technology Rotterdam,office,Rotterdam,"Allianz Technology SE, Coolsingel 139, 3012AG Rotterdam, Netherlands",,,,,https://tech.allianz.com/en/contact/netherlands.html,Netherlands,
Allianz Technology,Romania,Allianz Technology Bucharest,office,Bucharest,"Bucharest, Allianz Technology SE Munchen Sucursala Bucuresti, No. 4 B Ing. George Constantinescu Street, No. 2-4 George Constantinescu Street,, Bucharest Sector 2, Romania",,"Globalworth Campus Office Building, Building C , floor 12,13,14 020339,",bastian.knispel@allianz.de,,https://tech.allianz.com/en/contact/romania.html,Romania,
Allianz Technology,Singapore,Allianz Technology Singapore,office,Singapore,"Singapore, Allianz Technology SE Singapore Branch, 79 Robinson Road #09-01 Singapore 068897",068897,,,,https://tech.allianz.com/en/contact/singapore.html,Singapore,
Allianz Technology,Slovakia,Allianz Technology Bratislava,office,Bratislava,"Bratislava, Allianz Technology SE organizačná zložka, Allianz Technology (Slovakia) s.r.o., 821 09 Bratislava - mestská časť Ružinov, Slovakia",,"Nivy Tower, Mlynské nivy 18890/5",aztecsk.compliance@allianz.com,,https://tech.allianz.com/en/contact/slovakia.html,Slovakia,
Allianz Technology,Spain,Allianz Technology Barcelona,office,Barcelona,"Barcelona, Allianz Technology Spain, Avenida Icaria, 199, 08005 Barcelona, Spain",08005,,,,https://tech.allianz.com/en/contact/spain.html,Spain,
Allianz Technology,Spain,Allianz Technology GET DIRECTIONS,office,GET DIRECTIONS,"Allianz Technology Iberolatam, Tarragona 109, 4th Floor, 08014 Barcelona,",08014,,,,https://tech.allianz.com/en/contact/spain.html,Spain,
Allianz Technology,Spain,Allianz Technology Spain,office,Spain,GET DIRECTIONS,,,,,https://tech.allianz.com/en/contact/spain.html,Spain,
Allianz Technology,Switzerland,Allianz Technology Wallisellen,office,Wallisellen,"Wallisellen, Allianz Technology SE Branch CH, Richtiplatz 1, CH-8304 Wallisellen, Switzerland",8304,,,,https://tech.allianz.com/en/contact/switzerland.html,Switzerland,
Allianz Technology,Thailand,Allianz Technology Bangkok,office,Bangkok,"Bangkok, Allianz Technology, No. 9 G Tower Rama 9, 10th Floor, Rama IX Rd, Huai Khwang,, Bangkok 10310, Thailand",10310,,,,https://tech.allianz.com/en/contact/bangkok.html,Thailand,
Allianz Technology,United Kingdom,Allianz Technology Guildford,office,Guildford,"Bishopsgate, Stour House, Guildford, Allianz Technology, Building 3, Guildford Business Park, Guildford, Surrey, GU2 8XG",,,,,https://tech.allianz.com/en/contact/uk.html,UK,
Allianz Technology,United Kingdom,Allianz Technology Bishopsgate,office,Bishopsgate,"Allianz Technology, AZ Tech UK LV, 15 Bishopsgate London EC2N 3AR",,,,,https://tech.allianz.com/en/contact/uk.html,UK,
Allianz Technology,United Kingdom,Allianz Technology Stour House,office,Stour House,"Allianz Technology, AZ Tech UK LV, Stour House, Deansleigh Rd, Bournemouth BH7 7DU",,,,,https://tech.allianz.com/en/contact/uk.html,UK,
Allianz Technology,United Kingdom,Allianz Technology In accordance with the,office,In accordance with the,"Public Interest Disclosure Act 1998, , Allianz Technology provides a secure and confidential channel for workers and relevant third parties to raise concerns about suspected wrongdoing in the public interest, with protection against detriment or dismissal for disclosures made in good faith. Reports can be submitted via the",1998,,,,https://tech.allianz.com/en/contact/uk.html,UK,
Allianz Technology,United Kingdom,Allianz Technology Allianz Whistleblowing Tool,office,Allianz Whistleblowing Tool,"., Individuals also have rights under, UK data protection law, to request access to their personal data processed by Allianz Technology by submitting a, Subject Access Request (SAR), via our online form:, Privacy Web Form, .",,,,,https://tech.allianz.com/en/contact/uk.html,UK,
Allianz Technology,USA,Allianz Technology Minneapolis,office,Minneapolis,"Minneapolis, Allianz Technology, 729 N Washington Ave, Suite 600, Minneapolis, MN 55401",55401,,,,https://tech.allianz.com/en/contact/spain2.html,USA,
